reviewer_row_id,paper_id,title,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,emotion_model,class_labels,class_balance,preproc_in_cv,model_family,adaptation_method,target_data_used,target_labels_used,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,primary_result,verification_status,source_checked,reviewer_source_location,reviewer_notes,author_protocol_label,author_protocol_label_location,verified_protocol_from_methods,verified_protocol_evidence_location,protocol_label_match,protocol_mismatch_type,verified_subject_disjoint,target_access_verified,protocol_audit_decision,reviewer_protocol_confidence
HME-0134,EEG-0256,Deep Neural Network for Emotion Recognition Based on Meta-Transfer Learning,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,deep NN + meta-transfer learning (Reptile),meta-learning (Reptile) with target-subject calibration + pseudo-labels,labeled+unlabeled target (few-shot calibration),yes (few-shot target calibration),yes,cross-subject (meta-learning with target adaptation),15,cross-subject,subject-disjoint but adapts on few target samples,unclear,accuracy,77.5,8.8,,no,none reported,mean,cross-subject meta-learning with few-shot target adaptation,none (target-label use disclosed),moderate,Uses few target samples for meta-adaptation (few-shot target labels). Realistic 77.5%. Direct transfer only 49.2%.,Meta-transfer adapts with small number of target samples (few-shot). SEED-IV 61.2/8.3.,yes,yes,verified,full-text,"Results (SEED 77.5/8.8, SEED-IV 61.2/8.3)",Meta-transfer SEED 77.5/8.8 (few-shot target adaptation). Realistic; direct-transfer baseline 49.2%.,cross-subject (meta-transfer),Abstract,cross-subject meta-learning with few-shot target adaptation (target labels),Abstract 'calibrated with more data of target subjects'; Results,match,,yes,target-labels,needs-adjudication,high
HME-0135,EEG-0257,Deep Representation Learning With Assisted Domain Adaptation for EEG-Based Cross-Subject Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,"assisted domain adaptive representation learning (ADARL, attention)",adversarial DA + class-aware compactness + auxiliary domain-specific features,unlabeled-target (transductive),no,yes,"cross-subject (source labeled, target unlabeled)",15,cross-subject,subject-disjoint,unclear,accuracy,93.05,4.36,,no,none reported,mean,cross-subject transductive DA,none,moderate,Transductive UDA. SEED 93.05% is high-ish; disclosed.,,yes,yes,verified,full-text,"Table I (ADARL: SEED 93.05/4.36, SEED-IV 85.62/4.22)",ADARL SEED cross-subject 93.05/4.36. Base model 85.76; conventional DA 90.28.,cross-subject,Abstract,cross-subject transductive UDA (unlabeled target),"Table I (cross-subject, avg acc+std); 'unlabeled target dataset'",match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0136,EEG-0257,Deep Representation Learning With Assisted Domain Adaptation for EEG-Based Cross-Subject Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,"assisted domain adaptive representation learning (ADARL, attention)",adversarial DA + class-aware compactness + auxiliary domain-specific features,unlabeled-target (transductive),no,yes,"cross-subject (source labeled, target unlabeled)",15,cross-subject,subject-disjoint,unclear,accuracy,85.62,4.22,,no,none reported,mean,cross-subject transductive DA,none,moderate,Transductive UDA. SEED 93.05% is high-ish; disclosed.,,yes,no,verified,full-text,"Table I (ADARL: SEED 93.05/4.36, SEED-IV 85.62/4.22)","ADARL SEED-IV cross-subject 85.62/4.22. DEAP arousal 70.22, valence 69.14.",cross-subject,Abstract,cross-subject transductive UDA (unlabeled target),"Table I (cross-subject, avg acc+std); 'unlabeled target dataset'",match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0137,EEG-0264,Domain-Invariant Adaptive Graph Regularized Label Propagation for EEG-Based Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,"domain-invariant adaptive graph regularized label propagation (DIAGLP, +ResNet101)",graph-regularized label propagation + target pseudo-labels (joint optimization),unlabeled-target (transductive),no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,93.56,6.42,,no,none reported,mean,cross-subject transductive DA,none,low,"Transductive DA with pseudo-labels, LOSO. Multiple feature/protocol configs reported.","Multiple configs: DIAGLP (non-deep) SEED 82.58/7.52; DIAGLP+ResNet101 SEED 93.56/6.42 (also 85.72/5.45, 77.23/6.12 under CUCE/WUCE). Chose DIAGLP+ResNet101 as primary.",yes,yes,verified,full-text,"Results (DIAGLP+ResNet101 SEED 93.56/6.42, SEED-IV 74.76/8.38)",DIAGLP+ResNet101 SEED LOSO 93.56/6.42 (non-deep DIAGLP 82.58/7.52). Multiple configs reported.,cross-subject,Abstract,"LOSO cross-subject, transductive DA (label propagation + pseudo-labels)",Tables 2-5 (LOSO cross-validation),match,,yes,unlabeled-target-data,pool-with-cross-subject,moderate
HME-0138,EEG-0264,Domain-Invariant Adaptive Graph Regularized Label Propagation for EEG-Based Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,"domain-invariant adaptive graph regularized label propagation (DIAGLP, +ResNet101)",graph-regularized label propagation + target pseudo-labels (joint optimization),unlabeled-target (transductive),no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,74.76,8.38,,no,none reported,mean,cross-subject transductive DA,none,low,"Transductive DA with pseudo-labels, LOSO. Multiple feature/protocol configs reported.","Multiple configs: DIAGLP (non-deep) SEED 82.58/7.52; DIAGLP+ResNet101 SEED 93.56/6.42 (also 85.72/5.45, 77.23/6.12 under CUCE/WUCE). Chose DIAGLP+ResNet101 as primary.",yes,no,verified,full-text,"Results (DIAGLP+ResNet101 SEED 93.56/6.42, SEED-IV 74.76/8.38)",DIAGLP+ResNet101 SEED-IV LOSO 74.76/8.38 (non-deep 70.25/5.33).,cross-subject,Abstract,"LOSO cross-subject, transductive DA (label propagation + pseudo-labels)",Tables 2-5 (LOSO cross-validation),match,,yes,unlabeled-target-data,pool-with-cross-subject,moderate
HME-0139,EEG-0268,Dynamic-Attention-Based EEG State Transition Modeling for Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,dynamic-attention EEG state transition (DAEST) + contrastive learning,contrastive learning for cross-subject (domain generalization),none,no,yes,cross-subject (leave-subjects-out; approaches DG saturation),unclear,cross-subject,subject-disjoint,unclear,accuracy,88.1,3.6,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"Contrastive cross-subject (DG-like, no target access); realistic accuracies.",,yes,yes,verified,full-text,"Abstract & Tables (SEED 88.1/3.6, SEED-V 73.6/12.7, FACED-2 81.7/4.3)",DAEST SEED 3-class cross-subject 88.1/3.6.,subject-independent,Abstract,"cross-subject (contrastive, domain-generalization; no target labels)",Abstract; Tables I/II,match,,yes,none,pool-with-cross-subject,high
HME-0140,EEG-0268,Dynamic-Attention-Based EEG State Transition Modeling for Emotion Recognition,SEED-V,16,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/disgust/neutral (5),balanced,unclear,dynamic-attention EEG state transition (DAEST) + contrastive learning,contrastive learning for cross-subject (domain generalization),none,no,yes,cross-subject (leave-subjects-out; approaches DG saturation),unclear,cross-subject,subject-disjoint,unclear,accuracy,73.6,12.7,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"Contrastive cross-subject (DG-like, no target access); realistic accuracies.",,yes,no,verified,full-text,"Abstract & Tables (SEED 88.1/3.6, SEED-V 73.6/12.7, FACED-2 81.7/4.3)",DAEST SEED-V 5-class cross-subject 73.6/12.7.,subject-independent,Abstract,"cross-subject (contrastive, domain-generalization; no target labels)",Abstract; Tables I/II,match,,yes,none,pool-with-cross-subject,high
HME-0141,EEG-0268,Dynamic-Attention-Based EEG State Transition Modeling for Emotion Recognition,FACED,123,1,32,250 (downsampled),discrete/categorical,positive/negative (binary),,unclear,dynamic-attention EEG state transition (DAEST) + contrastive learning,contrastive learning for cross-subject (domain generalization),none,no,yes,cross-subject (leave-subjects-out; approaches DG saturation),unclear,cross-subject,subject-disjoint,unclear,accuracy,81.7,4.3,,no,none reported,mean,cross-subject subject-independent (inductive),none,low,"Contrastive cross-subject (DG-like, no target access); realistic accuracies.",,yes,no,verified,full-text,"Abstract & Tables (SEED 88.1/3.6, SEED-V 73.6/12.7, FACED-2 81.7/4.3)",DAEST FACED binary 81.7/4.3 (FACED 9-class 67.9/7.3).,subject-independent,Abstract,"cross-subject (contrastive, domain-generalization; no target labels)",Abstract; Tables I/II,match,,yes,none,pool-with-cross-subject,high
HME-0142,EEG-0276,EMO-CARE: EEG Multi-Scale Temporal Modeling With Channel-Aware Feature Attention for Robust Cross-Subject Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-scale TCN + channel-aware feature attention (EMO-CARE),none (LOSO; not DA),none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),unclear,accuracy,94.27,not reported in extracted text,,no,none reported,mean,cross-subject LOSO (inductive),none,moderate,Claims rigorous LOSO. SEED 94.27% is HIGH for an inductive LOSO method (higher than most transductive); worth scrutiny.,"SEED 94.27 SI-LOSO is unusually high for inductive method. F1: SEED 94.2, SEED-V 91.1, DREAMER 83.3.",yes,yes,verified,full-text,"Results (SEED 94.27, SEED-V 91.23, DREAMER 84.33)",EMO-CARE SEED LOSO 94.27 (HIGH for inductive; flag). DREAMER 84.33.,subject-independent (LOSO),Title; Abstract,LOSO subject-independent (inductive),Abstract 'rigorous Leave-One-Subject-Out (LOSO) protocol',match,,yes,none,pool-with-cross-subject,high
HME-0143,EEG-0276,EMO-CARE: EEG Multi-Scale Temporal Modeling With Channel-Aware Feature Attention for Robust Cross-Subject Emotion Recognition,SEED-V,16,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/disgust/neutral (5),balanced,unclear,multi-scale TCN + channel-aware feature attention (EMO-CARE),none (LOSO; not DA),none,no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint (LOSO),unclear,accuracy,91.23,not reported in extracted text,,no,none reported,mean,cross-subject LOSO (inductive),none,moderate,Claims rigorous LOSO. SEED 94.27% is HIGH for an inductive LOSO method (higher than most transductive); worth scrutiny.,"SEED 94.27 SI-LOSO is unusually high for inductive method. F1: SEED 94.2, SEED-V 91.1, DREAMER 83.3.",yes,no,verified,full-text,"Results (SEED 94.27, SEED-V 91.23, DREAMER 84.33)",EMO-CARE SEED-V LOSO 91.23.,subject-independent (LOSO),Title; Abstract,LOSO subject-independent (inductive),Abstract 'rigorous Leave-One-Subject-Out (LOSO) protocol',match,,yes,none,pool-with-cross-subject,high
HME-0144,EEG-0292,Exploiting the Intrinsic Neighborhood Semantic Structure for Domain Adaptation in EEG-Based Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,neighborhood semantic aware learning + dynamic graph attention conv (NSAL-DGAT),DA with neighborhood semantic structure + pseudo-label refinement,unlabeled-target (transductive),no,yes,leave-one-subject-out (LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,95.69,5.24,,no,none reported,mean,cross-subject transductive DA,none,high,NEAR-CEILING SEED SI-LOSO 95.69% - among highest in corpus for cross-subject SEED; transductive pseudo-labeling. Scrutinize.,SEED SI-LOSO 95.69/05.24 (near-ceiling). SEED SD (9-train/6-test trials) 96.53/09.10. HIED SI 75.82/13.35.,yes,yes,verified,full-text,Results Table III / ablations (SEED SI 95.69/05.24),NSAL-DGAT SEED SI-LOSO 95.69/5.24 - NEAR-CEILING flag (transductive pseudo-labeling). HIED SI 75.82/13.35.,cross-subject,Abstract,"LOSO cross-subject, transductive DA (pseudo-labels + unlabeled target)",Sec 'subject-independent experiment ... leave-one-subject-out'; ablations anchor 95.69,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0145,EEG-0315,M3D: Manifold-Based Domain Adaptation With Dynamic Distribution for Non-Deep Transfer Learning in Cross-Subject and Cross-Session EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,"manifold-based DA with dynamic distribution (M3D, non-deep + ensemble)",Grassmann manifold DA + dynamic distribution alignment (non-deep),unlabeled-target (transductive),no,yes,"cross-subject single-session LOSO (14 source/1 target, session 1)",15,cross-subject,subject-disjoint,unclear,accuracy,84.57,not reported (accuracy-only table),,no,none reported,best (DT initial classifier),cross-subject transductive DA,none,low,Non-deep transductive manifold DA; SEED single-session 84.57% (DT). Realistic. std not reported (accuracy only).,"Table I reports accuracy/sensitivity/etc (no std). SEED 84.57, SEED-IV 60.94, SEED-V 65.25 (best=DT classifier).",yes,yes,verified,full-text,Table I p.8 (SEED single-session DT 84.57),"M3D SEED cross-subject single-session LOSO 84.57 (DT initial classifier). SEED-IV 60.94, SEED-V 65.25. Non-deep.",cross-subject,Abstract,"cross-subject single-session LOSO, transductive non-deep DA",Table I (visual read p.8); Sec 'Cross-subject single-session LOSO CV',match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0146,EEG-0340,PR-PL: A Novel Prototypical Representation Based Pairwise Learning Framework for Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,prototypical representation + pairwise learning (PR-PL),feature alignment + adaptive pseudo-labeling (4 CV protocols),unlabeled-target (transductive),no,yes,cross-subject (4 CV protocols),varies,cross-subject,subject-disjoint,unclear,accuracy,93.18,6.55,,no,none reported,mean,cross-subject transductive DA,none,moderate,Same work as EEG-0042 (double-counting risk). Multiple protocols; SEED range 85.56-94.84.,"DUPLICATE of EEG-0042 (arXiv). Four CV protocols; SEED values 85.56/4.78, 93.06/5.12, 93.18/6.55, 94.84/9.16.",yes,yes,verified,full-text,"Results (SEED 93.18/6.55, SEED-IV 74.62/14.15)",PR-PL SEED 93.18/6.55. DUPLICATE of EEG-0042 (arXiv preprint = this TAFFC journal paper) -> double-counting risk.,cross-subject,Abstract,cross-subject transductive DA (unlabeled target + pseudo-labels); 4 protocols,Abstract 'four different cross-validation evaluation protocols',partial-match,metric-selection-or-best-run-reporting,yes,unlabeled-target-data,needs-adjudication,moderate
HME-0147,EEG-0340,PR-PL: A Novel Prototypical Representation Based Pairwise Learning Framework for Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,prototypical representation + pairwise learning (PR-PL),feature alignment + adaptive pseudo-labeling (4 CV protocols),unlabeled-target (transductive),no,yes,cross-subject (4 CV protocols),varies,cross-subject,subject-disjoint,unclear,accuracy,74.62,14.15,,no,none reported,mean,cross-subject transductive DA,none,moderate,Same work as EEG-0042 (double-counting risk). Multiple protocols; SEED range 85.56-94.84.,"DUPLICATE of EEG-0042 (arXiv). Four CV protocols; SEED values 85.56/4.78, 93.06/5.12, 93.18/6.55, 94.84/9.16.",yes,no,verified,full-text,"Results (SEED 93.18/6.55, SEED-IV 74.62/14.15)",PR-PL SEED-IV 74.62/14.15. Same work as EEG-0042.,cross-subject,Abstract,cross-subject transductive DA (unlabeled target + pseudo-labels); 4 protocols,Abstract 'four different cross-validation evaluation protocols',partial-match,metric-selection-or-best-run-reporting,yes,unlabeled-target-data,needs-adjudication,moderate
HME-0148,EEG-0343,Prototypical Contrastive Learning With Temporal Dynamic Graph Convolutional Network for EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,prototypical contrastive learning + temporal dynamic GCN (PCL-TDGCN),prototypical contrastive DA + temporal dynamic graph (unlabeled target),unlabeled-target (transductive),no,yes,cross-subject subject-independent,15,cross-subject,subject-disjoint,unclear,accuracy,96.77,6.83,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED SI 96.77% (transductive DA). Very high; scrutinize.,"SI: SEED 96.77/6.83, SEED-IV 84.02/9.49, HIED 83.33/12.98. SD: SEED 97.61/8.10.",yes,yes,verified,full-text,"Tables IV-VI (SI: SEED 96.77/6.83, SEED-IV 84.02/9.49)",PCL-TDGCN SEED SI 96.77/6.83 - NEAR-CEILING flag (transductive). HIED SI 83.33/12.98.,cross-subject,Abstract,"cross-subject subject-independent, transductive DA (prototypical contrastive, unlabeled target)",Tables IV-VI (subject-independent),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
